k_id	work	k	genre	year	mov_id	mov	tempo	time_sig	key	exp_beg	exp_len	tot_cads	cad_no	cad_type	next_key	elided	arr_m	arr_beat	end_m	end_beat	cad_len
130	Symphony	130	Symphony	1772	89	I	Allegro	4/4	F	1	62	6	6	K4	 	false	62	1.00	63	1.00	4.00
130	Symphony	130	Symphony	1772	90	IV	Molto allegro	4/4	F	1	83	5	1	K1	I	false	9	1.00	9	3.00	2.00
130	Symphony	130	Symphony	1772	90	IV	Molto allegro	4/4	F	1	83	5	2	K2	V	false	17	1.00	22	1.00	20.00
130	Symphony	130	Symphony	1772	90	IV	Molto allegro	4/4	F	1	83	5	3	K3	V	false	30	1.00	36	1.00	24.00
130	Symphony	130	Symphony	1772	90	IV	Molto allegro	4/4	F	1	83	5	4	K4	V	false	42	1.00	43	1.00	4.00
130	Symphony	130	Symphony	1772	90	IV	Molto allegro	4/4	F	1	83	5	5	K4	 	false	80	1.00	84	1.00	16.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	91	I	Allegro	4/4	D	1	55	6	1	K1	I	false	12	1.00	13	1.00	4.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	91	I	Allegro	4/4	D	1	55	6	2	K2	V	false	16	1.00	21	1.00	20.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	91	I	Allegro	4/4	D	1	55	6	3	K3	V	true	30	1.00	30	1.00	0.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	91	I	Allegro	4/4	D	1	55	6	4	K4	V	false	41	1.00	42	1.00	4.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	91	I	Allegro	4/4	D	1	55	6	5	K4	V	true	50	1.00	50	1.00	0.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	91	I	Allegro	4/4	D	1	55	6	6	K4	 	false	54	1.00	56	1.00	8.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	92	VI	Molto allegro	4/4	D	15	49	5	1	K1	I	false	30	1.00	31	1.00	4.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	92	VI	Molto allegro	4/4	D	15	49	5	2	K3	V	false	36	1.00	37	1.00	4.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	92	VI	Molto allegro	4/4	D	15	49	5	3	K4	V	true	55	1.00	55	1.00	0.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	92	VI	Molto allegro	4/4	D	15	49	5	4	K4	V	true	61	1.00	61	1.00	0.00
131	Divertimento	131	Cassation/Serenade/Divertimento	1772	92	VI	Molto allegro	4/4	D	15	49	5	5	K4	 	false	63	1.00	64	1.00	4.00
132	Symphony	132	Symphony	1772	93	I	Allegro	4/4	Eb	1	59	3	1	K1	I	true	11	1.00	11	1.00	0.00
132	Symphony	132	Symphony	1772	93	I	Allegro	4/4	Eb	1	59	3	2	K2	V	false	22	1.00	29	1.00	28.00
132	Symphony	132	Symphony	1772	93	I	Allegro	4/4	Eb	1	59	3	3	K4	 	false	57	1.00	60	1.00	12.00
133	Symphony	133	Symphony	1772	94	I	Allegro	4/4	D	1	78	6	1	K2	I	false	14	1.00	20	1.00	24.00
133	Symphony	133	Symphony	1772	94	I	Allegro	4/4	D	1	78	6	2	K3	V	false	32	1.00	35	1.00	12.00
133	Symphony	133	Symphony	1772	94	I	Allegro	4/4	D	1	78	6	3	K4	V	false	42	1.00	43	1.00	4.00
133	Symphony	133	Symphony	1772	94	I	Allegro	4/4	D	1	78	6	4	K4	V	false	52	1.00	53	1.00	4.00
133	Symphony	133	Symphony	1772	94	I	Allegro	4/4	D	1	78	6	5	K4	V	false	73	1.00	73	1.50	0.50
133	Symphony	133	Symphony	1772	94	I	Allegro	4/4	D	1	78	6	6	K4	 	false	77	1.00	79	1.00	8.00
133	Symphony	133	Symphony	1772	95	IV	Allegro	12/8	D	1	39	6	1	K1	I	false	8	3.00	9	1.00	3.00
133	Symphony	133	Symphony	1772	95	IV	Allegro	12/8	D	1	39	6	2	K2	V	false	12	3.00	13	1.00	3.00
133	Symphony	133	Symphony	1772	95	IV	Allegro	12/8	D	1	39	6	3	K3	V	false	13	3.00	14	1.00	3.00
133	Symphony	133	Symphony	1772	95	IV	Allegro	12/8	D	1	39	6	4	K4	V	true	17	3.00	17	3.00	0.00
133	Symphony	133	Symphony	1772	95	IV	Allegro	12/8	D	1	39	6	5	K3	V	false	27	3.00	27	4.00	1.50
133	Symphony	133	Symphony	1772	95	IV	Allegro	12/8	D	1	39	6	6	K4	 	false	37	1.00	40	1.00	18.00
134	Symphony	134	Symphony	1772	96	I	Allegro	3/4	A	1	68	5	1	K1	I	false	8	1.00	9	1.00	3.00
134	Symphony	134	Symphony	1772	96	I	Allegro	3/4	A	1	68	5	2	K2	V	false	16	1.00	17	1.00	3.00
134	Symphony	134	Symphony	1772	96	I	Allegro	3/4	A	1	68	5	3	K3	V	false	26	1.00	27	1.00	3.00
134	Symphony	134	Symphony	1772	96	I	Allegro	3/4	A	1	68	5	4	K4	V	true	50	1.00	50	1.00	0.00
134	Symphony	134	Symphony	1772	96	I	Allegro	3/4	A	1	68	5	5	K4	 	true	65	1.00	65	1.00	0.00
134	Symphony	134	Symphony	1772	97	IV	Allegro	2/2	A	1	57	5	1	K2	V	false	10	1.00	11	1.00	4.00
134	Symphony	134	Symphony	1772	97	IV	Allegro	2/2	A	1	57	5	2	K4	V	false	27	1.00	27	1.50	1.00
134	Symphony	134	Symphony	1772	97	IV	Allegro	2/2	A	1	57	5	3	K4	V	true	35	1.00	35	1.00	0.00
134	Symphony	134	Symphony	1772	97	IV	Allegro	2/2	A	1	57	5	4	K4	V	true	52	1.00	52	1.00	0.00
134	Symphony	134	Symphony	1772	97	IV	Allegro	2/2	A	1	57	5	5	K4	 	false	56	1.00	58	1.00	8.00
135	Lucio Silla	135	Opera	1772	98	Overture (I)	Molto allegro	4/4	D	1	62	5	1	K1	I	true	19	1.00	19	1.00	0.00
135	Lucio Silla	135	Opera	1772	98	Overture (I)	Molto allegro	4/4	D	1	62	5	2	K2	V	false	23	1.00	30	1.00	28.00
135	Lucio Silla	135	Opera	1772	98	Overture (I)	Molto allegro	4/4	D	1	62	5	3	K4	V	true	40	1.00	40	1.00	0.00
135	Lucio Silla	135	Opera	1772	98	Overture (I)	Molto allegro	4/4	D	1	62	5	4	K4	V	true	57	1.00	57	1.00	0.00
135	Lucio Silla	135	Opera	1772	98	Overture (I)	Molto allegro	4/4	D	1	62	5	5	K4	 	true	61	1.00	61	1.00	0.00
136	Divertimento	136 (125a)	Cassation/Serenade/Divertimento	1772	99	I	Allegro	4/4	D	1	36	3	1	K1	I	false	11	1.00	13	1.00	8.00
136	Divertimento	136 (125a)	Cassation/Serenade/Divertimento	1772	99	I	Allegro	4/4	D	1	36	3	2	K2	V	true	17	1.00	17	1.00	0.00
136	Divertimento	136 (125a)	Cassation/Serenade/Divertimento	1772	99	I	Allegro	4/4	D	1	36	3	3	K4	 	false	34	1.00	37	1.00	12.00
136	Divertimento	136 (125a)	Cassation/Serenade/Divertimento	1772	100	III	Presto	2/4	D	1	58	5	1	K1	I	false	20	1.00	21	1.00	2.00
136	Divertimento	136 (125a)	Cassation/Serenade/Divertimento	1772	100	III	Presto	2/4	D	1	58	5	2	K2	V	false	22	1.00	22	1.50	0.50
136	Divertimento	136 (125a)	Cassation/Serenade/Divertimento	1772	100	III	Presto	2/4	D	1	58	5	3	K3	V	false	24	1.00	25	1.00	2.00
136	Divertimento	136 (125a)	Cassation/Serenade/Divertimento	1772	100	III	Presto	2/4	D	1	58	5	4	K4	V	true	55	1.00	55	1.00	0.00
136	Divertimento	136 (125a)	Cassation/Serenade/Divertimento	1772	100	III	Presto	2/4	D	1	58	5	5	K4	 	false	57	1.00	59	1.00	4.00
137	Divertimento	137 (125b)	Cassation/Serenade/Divertimento	1772	101	II	Molto allegro	4/4	Bb	1	25	4	1	K1	I	false	7	1.00	7	3.00	2.00
137	Divertimento	137 (125b)	Cassation/Serenade/Divertimento	1772	101	II	Molto allegro	4/4	Bb	1	25	4	2	K3	V	false	11	1.00	12	1.00	4.00
137	Divertimento	137 (125b)	Cassation/Serenade/Divertimento	1772	101	II	Molto allegro	4/4	Bb	1	25	4	3	K4	V	true	21	1.00	21	1.00	0.00
137	Divertimento	137 (125b)	Cassation/Serenade/Divertimento	1772	101	II	Molto allegro	4/4	Bb	1	25	4	4	K4	 	false	25	1.00	26	1.00	4.00
137	Divertimento	137 (125b)	Cassation/Serenade/Divertimento	1772	102	III	Allegro assai	3/8	Bb	1	44	3	1	K1	V	false	16	1.00	17	1.00	1.50
137	Divertimento	137 (125b)	Cassation/Serenade/Divertimento	1772	102	III	Allegro assai	3/8	Bb	1	44	3	2	K4	V	false	28	1.00	29	1.00	1.50
137	Divertimento	137 (125b)	Cassation/Serenade/Divertimento	1772	102	III	Allegro assai	3/8	Bb	1	44	3	3	K4	 	false	44	1.00	45	1.00	1.50
138	Divertimento	138 (125c)	Cassation/Serenade/Divertimento	1772	103	I	Allegro	4/4	F	1	35	5	1	K1	I	true	16	1.00	16	1.00	0.00
138	Divertimento	138 (125c)	Cassation/Serenade/Divertimento	1772	103	I	Allegro	4/4	F	1	35	5	2	K2	V	true	20	1.00	20	1.00	0.00
138	Divertimento	138 (125c)	Cassation/Serenade/Divertimento	1772	103	I	Allegro	4/4	F	1	35	5	3	K3	V	false	22	1.00	22	3.00	2.00
138	Divertimento	138 (125c)	Cassation/Serenade/Divertimento	1772	103	I	Allegro	4/4	F	1	35	5	4	K4	V	false	31	1.00	31	3.00	2.00
138	Divertimento	138 (125c)	Cassation/Serenade/Divertimento	1772	103	I	Allegro	4/4	F	1	35	5	5	K4	 	false	35	1.00	36	1.00	4.00
144	Sonata for Organ and Orchestra	144 (124a)	Church sonata	1774	104		Allegro	4/4	D	1	27	4	1	K1	I	true	8	1.00	8	1.00	0.00
144	Sonata for Organ and Orchestra	144 (124a)	Church sonata	1774	104		Allegro	4/4	D	1	27	4	2	K2	V	false	12	1.00	15	1.00	12.00
144	Sonata for Organ and Orchestra	144 (124a)	Church sonata	1774	104		Allegro	4/4	D	1	27	4	3	K4	V	false	25	1.00	25	3.00	2.00
144	Sonata for Organ and Orchestra	144 (124a)	Church sonata	1774	104		Allegro	4/4	D	1	27	4	4	K4	 	false	27	1.00	28	1.00	4.00
145	Sonata for Organ and Orchestra	145 (124b)	Church sonata	1774	105		Allegro	3/4	F	1	37	4	1	K1	I	true	16	1.00	16	1.00	0.00
145	Sonata for Organ and Orchestra	145 (124b)	Church sonata	1774	105		Allegro	3/4	F	1	37	4	2	K2	V	false	23	1.00	24	1.00	3.00
145	Sonata for Organ and Orchestra	145 (124b)	Church sonata	1774	105		Allegro	3/4	F	1	37	4	3	K4	V	true	34	1.00	34	1.00	0.00
145	Sonata for Organ and Orchestra	145 (124b)	Church sonata	1774	105		Allegro	3/4	F	1	37	4	4	K4	 	false	37	2.00	38	1.00	2.00
155	String Quartet	155 (134a)	String quartet	1773	106	I	Allegro	4/4	D	1	53	5	1	K1	I	false	12	1.00	13	1.00	4.00
155	String Quartet	155 (134a)	String quartet	1773	106	I	Allegro	4/4	D	1	53	5	2	K3	V	false	20	1.00	20	3.00	2.00
155	String Quartet	155 (134a)	String quartet	1773	106	I	Allegro	4/4	D	1	53	5	3	K4	V	false	28	1.00	29	1.00	4.00
155	String Quartet	155 (134a)	String quartet	1773	106	I	Allegro	4/4	D	1	53	5	4	K4	V	true	51	1.00	51	1.00	0.00
155	String Quartet	155 (134a)	String quartet	1773	106	I	Allegro	4/4	D	1	53	5	5	K4	 	false	53	1.00	54	1.00	4.00
156	String Quartet	156 (134b)	String quartet	1773	107	I	Presto	3/8	G	1	71	4	1	K1	I	false	7	1.00	9	1.00	3.00
156	String Quartet	156 (134b)	String quartet	1773	107	I	Presto	3/8	G	1	71	4	2	K2	V	false	17	1.00	19	1.00	3.00
156	String Quartet	156 (134b)	String quartet	1773	107	I	Presto	3/8	G	1	71	4	3	K4	V	false	55	1.00	56	1.00	1.50
156	String Quartet	156 (134b)	String quartet	1773	107	I	Presto	3/8	G	1	71	4	4	K4	 	false	70	1.00	72	1.00	3.00
157	String Quartet	157	String quartet	1773	108	I	Allegro	4/4	C	1	52	6	1	K1	I	false	8	1.00	9	1.00	4.00
157	String Quartet	157	String quartet	1773	108	I	Allegro	4/4	C	1	52	6	2	K2	V	false	20	1.00	21	1.00	4.00
157	String Quartet	157	String quartet	1773	108	I	Allegro	4/4	C	1	52	6	3	K3	V	false	30	1.00	31	1.00	4.00
157	String Quartet	157	String quartet	1773	108	I	Allegro	4/4	C	1	52	6	4	K4	V	true	42	1.00	42	1.00	0.00
157	String Quartet	157	String quartet	1773	108	I	Allegro	4/4	C	1	52	6	5	K4	V	false	46	1.00	46	2.00	1.00
157	String Quartet	157	String quartet	1773	108	I	Allegro	4/4	C	1	52	6	6	K4	 	false	50	1.00	53	1.00	12.00
158	String Quartet	158	String quartet	1773	109	I	Allegro	3/4	F	1	45	5	1	K1	I	false	10	1.00	10	3.00	2.00
158	String Quartet	158	String quartet	1773	109	I	Allegro	3/4	F	1	45	5	2	K2	V	true	12	1.00	12	1.00	0.00
158	String Quartet	158	String quartet	1773	109	I	Allegro	3/4	F	1	45	5	3	K3	V	false	30	1.00	32	1.00	6.00
158	String Quartet	158	String quartet	1773	109	I	Allegro	3/4	F	1	45	5	4	K4	V	false	41	1.00	41	2.00	1.00
158	String Quartet	158	String quartet	1773	109	I	Allegro	3/4	F	1	45	5	5	K4	 	false	45	1.00	46	1.00	3.00
159	String Quartet	159	String quartet	1773	110	II	Allegro	3/4	g	1	88	6	1	K2	i	false	12	1.00	13	1.00	3.00
159	String Quartet	159	String quartet	1773	110	II	Allegro	3/4	g	1	88	6	2	K4	III	false	25	1.00	25	2.00	1.00
159	String Quartet	159	String quartet	1773	110	II	Allegro	3/4	g	1	88	6	3	K4	III	true	36	1.00	36	1.00	0.00
159	String Quartet	159	String quartet	1773	110	II	Allegro	3/4	g	1	88	6	4	K4	III	false	53	1.00	54	1.00	3.00
159	String Quartet	159	String quartet	1773	110	II	Allegro	3/4	g	1	88	6	5	K4	III	false	66	1.00	66	2.00	1.00
159	String Quartet	159	String quartet	1773	110	II	Allegro	3/4	g	1	88	6	6	K4	 	true	74	1.00	74	1.00	0.00
160	String Quartet	160 (159a)	String quartet	1773	111	I	Allegro	4/4	Eb	1	45	5	1	K1	I	true	12	1.00	12	1.00	0.00
160	String Quartet	160 (159a)	String quartet	1773	111	I	Allegro	4/4	Eb	1	45	5	2	K2	V	false	15	1.00	16	1.00	4.00
160	String Quartet	160 (159a)	String quartet	1773	111	I	Allegro	4/4	Eb	1	45	5	3	K3	V	true	29	1.00	29	1.00	0.00
160	String Quartet	160 (159a)	String quartet	1773	111	I	Allegro	4/4	Eb	1	45	5	4	K4	V	true	41	1.00	41	1.00	0.00
160	String Quartet	160 (159a)	String quartet	1773	111	I	Allegro	4/4	Eb	1	45	5	5	K4	 	false	45	1.00	46	1.00	4.00
160	String Quartet	160 (159a)	String quartet	1773	112	III	Presto	2/4	Eb	1	54	5	1	K1	I	false	8	1.00	9	1.00	2.00
160	String Quartet	160 (159a)	String quartet	1773	112	III	Presto	2/4	Eb	1	54	5	2	K2	V	false	12	1.00	13	1.00	2.00
160	String Quartet	160 (159a)	String quartet	1773	112	III	Presto	2/4	Eb	1	54	5	3	K3	V	false	16	1.00	17	1.00	2.00
160	String Quartet	160 (159a)	String quartet	1773	112	III	Presto	2/4	Eb	1	54	5	4	K4	V	false	45	1.00	45	2.00	1.00
160	String Quartet	160 (159a)	String quartet	1773	112	III	Presto	2/4	Eb	1	54	5	5	K4	 	false	53	1.00	55	1.00	4.00
161	Symphony	161 (141a) (1st. mov. Overture to K.126, 3rd mov. K. 163)	Symphony	1774	113	I	Allegro moderato	2/2	D	1	60	4	1	K1	I	true	25	1.00	25	1.00	0.00
161	Symphony	161 (141a) (1st. mov. Overture to K.126, 3rd mov. K. 163)	Symphony	1774	113	I	Allegro moderato	2/2	D	1	60	4	2	K2	V	false	35	1.00	36	1.00	4.00
161	Symphony	161 (141a) (1st. mov. Overture to K.126, 3rd mov. K. 163)	Symphony	1774	113	I	Allegro moderato	2/2	D	1	60	4	3	K3	V	false	43	1.00	47	1.00	16.00
161	Symphony	161 (141a) (1st. mov. Overture to K.126, 3rd mov. K. 163)	Symphony	1774	113	I	Allegro moderato	2/2	D	1	60	4	4	K4	 	false	59	1.00	61	1.00	8.00
161	Symphony	161 (141a) (1st. mov. Overture to K.126, 3rd mov. K. 163)	Symphony	1774	114	III	Presto	3/8	D	1	60	4	1	K1	I	false	16	1.00	17	1.00	1.50
161	Symphony	161 (141a) (1st. mov. Overture to K.126, 3rd mov. K. 163)	Symphony	1774	114	III	Presto	3/8	D	1	60	4	2	K2	V	false	24	1.00	25	1.00	1.50
161	Symphony	161 (141a) (1st. mov. Overture to K.126, 3rd mov. K. 163)	Symphony	1774	114	III	Presto	3/8	D	1	60	4	3	K3	V	false	28	1.00	29	1.00	1.50
161	Symphony	161 (141a) (1st. mov. Overture to K.126, 3rd mov. K. 163)	Symphony	1774	114	III	Presto	3/8	D	1	60	4	4	K4	 	true	52	1.00	52	1.00	0.00
162	Symphony	162	Symphony	1773	115	I	Allegro assai	4/4	C	1	67	5	1	K1	I	true	22	1.00	22	1.00	0.00
162	Symphony	162	Symphony	1773	115	I	Allegro assai	4/4	C	1	67	5	2	K2	V	false	26	1.00	32	1.00	24.00
162	Symphony	162	Symphony	1773	115	I	Allegro assai	4/4	C	1	67	5	3	K4	V	true	48	1.00	48	1.00	0.00
162	Symphony	162	Symphony	1773	115	I	Allegro assai	4/4	C	1	67	5	4	K4	V	true	60	1.00	60	1.00	0.00
162	Symphony	162	Symphony	1773	115	I	Allegro assai	4/4	C	1	67	5	5	K4	 	false	66	1.00	68	1.00	8.00
162	Symphony	162	Symphony	1773	116	III	Presto assai	6/8	C	1	45	5	1	K1	I	true	13	1.00	13	1.00	0.00
162	Symphony	162	Symphony	1773	116	III	Presto assai	6/8	C	1	45	5	2	K2	V	true	21	1.00	21	1.00	0.00
162	Symphony	162	Symphony	1773	116	III	Presto assai	6/8	C	1	45	5	3	K3	V	false	25	1.00	26	1.00	3.00
162	Symphony	162	Symphony	1773	116	III	Presto assai	6/8	C	1	45	5	4	K4	V	true	34	1.00	34	1.00	0.00
162	Symphony	162	Symphony	1773	116	III	Presto assai	6/8	C	1	45	5	5	K4	 	false	42	1.00	46	1.00	12.00
166	Divertimento	166 (159d)	Divertimento for wind instruments	1773	117	I	Allegro	4/4	Eb	1	51	5	1	K1	I	false	4	1.00	5	2.00	5.00
166	Divertimento	166 (159d)	Divertimento for wind instruments	1773	117	I	Allegro	4/4	Eb	1	51	5	2	K2	V	false	8	1.00	9	1.00	4.00
166	Divertimento	166 (159d)	Divertimento for wind instruments	1773	117	I	Allegro	4/4	Eb	1	51	5	3	K3	V	false	18	1.00	26	1.00	32.00
166	Divertimento	166 (159d)	Divertimento for wind instruments	1773	117	I	Allegro	4/4	Eb	1	51	5	4	K4	V	true	40	1.00	40	1.00	0.00
166	Divertimento	166 (159d)	Divertimento for wind instruments	1773	117	I	Allegro	4/4	Eb	1	51	5	5	K4	 	true	51	1.00	51	1.00	0.00
168	String Quartet	168	String quartet	1773	118	I	Allegro	4/4	F	1	41	5	1	K1	I	false	9	1.00	10	1.00	4.00
168	String Quartet	168	String quartet	1773	118	I	Allegro	4/4	F	1	41	5	2	K2	V	false	18	1.00	19	1.00	4.00
168	String Quartet	168	String quartet	1773	118	I	Allegro	4/4	F	1	41	5	3	K4	V	false	31	1.00	31	3.00	2.00
168	String Quartet	168	String quartet	1773	118	I	Allegro	4/4	F	1	41	5	4	K4	V	true	39	1.00	39	1.00	0.00
168	String Quartet	168	String quartet	1773	118	I	Allegro	4/4	F	1	41	5	5	K4	 	false	41	1.00	42	1.00	4.00
169	String Quartet	169	String quartet	1773	119	I	Molto allegro	3/4	A	1	36	4	1	K1	V	false	11	1.00	12	1.00	3.00
169	String Quartet	169	String quartet	1773	119	I	Molto allegro	3/4	A	1	36	4	2	K3	V	true	19	1.00	19	1.00	0.00
169	String Quartet	169	String quartet	1773	119	I	Molto allegro	3/4	A	1	36	4	3	K4	V	true	34	1.00	34	1.00	0.00
169	String Quartet	169	String quartet	1773	119	I	Molto allegro	3/4	A	1	36	4	4	K4	 	false	36	1.00	37	1.00	3.00
171	String Quartet	171	String quartet	1773	120	I	Allegro assai	3/4	Eb	15	48	5	1	K1	I	false	22	1.00	23	1.00	3.00
171	String Quartet	171	String quartet	1773	120	I	Allegro assai	3/4	Eb	15	48	5	2	K2	V	true	28	1.00	28	1.00	0.00
171	String Quartet	171	String quartet	1773	120	I	Allegro assai	3/4	Eb	15	48	5	3	K4	V	false	51	1.00	51	2.00	1.00
171	String Quartet	171	String quartet	1773	120	I	Allegro assai	3/4	Eb	15	48	5	4	K4	V	true	59	1.00	59	1.00	0.00
171	String Quartet	171	String quartet	1773	120	I	Allegro assai	3/4	Eb	15	48	5	5	K4	 	false	62	1.00	63	1.00	3.00
171	String Quartet	171	String quartet	1773	121	IV	Allegro assai	3/8	Eb	1	71	5	1	K1	I	false	8	1.00	9	1.00	1.50
171	String Quartet	171	String quartet	1773	121	IV	Allegro assai	3/8	Eb	1	71	5	2	K2	V	false	12	1.00	13	1.00	1.50
171	String Quartet	171	String quartet	1773	121	IV	Allegro assai	3/8	Eb	1	71	5	3	K3	V	false	27	1.00	29	1.00	3.00
171	String Quartet	171	String quartet	1773	121	IV	Allegro assai	3/8	Eb	1	71	5	4	K4	V	false	63	1.00	64	1.00	1.50
171	String Quartet	171	String quartet	1773	121	IV	Allegro assai	3/8	Eb	1	71	5	5	K4	 	false	71	1.00	72	1.00	1.50
172	String Quartet	172	String quartet	1773	122	I	Allegro spiritoso	3/4	Bb	1	52	5	1	K1	I	true	10	1.00	10	1.00	0.00
172	String Quartet	172	String quartet	1773	122	I	Allegro spiritoso	3/4	Bb	1	52	5	2	K2	V	true	18	1.00	18	1.00	0.00
172	String Quartet	172	String quartet	1773	122	I	Allegro spiritoso	3/4	Bb	1	52	5	3	K3	V	false	26	1.00	27	1.00	3.00
172	String Quartet	172	String quartet	1773	122	I	Allegro spiritoso	3/4	Bb	1	52	5	4	K4	V	false	50	1.00	50	1.50	0.50
172	String Quartet	172	String quartet	1773	122	I	Allegro spiritoso	3/4	Bb	1	52	5	5	K4	 	false	52	1.00	53	1.00	3.00
172	String Quartet	172	String quartet	1773	123	IV	Allegro assai	2/4	Bb	1	80	6	1	K1	I	false	15	1.00	17	1.00	4.00
172	String Quartet	172	String quartet	1773	123	IV	Allegro assai	2/4	Bb	1	80	6	2	K2	V	false	23	1.00	27	1.00	8.00
172	String Quartet	172	String quartet	1773	123	IV	Allegro assai	2/4	Bb	1	80	6	3	K3	V	false	41	1.00	42	1.00	2.00
172	String Quartet	172	String quartet	1773	123	IV	Allegro assai	2/4	Bb	1	80	6	4	K4	V	false	57	1.00	57	2.00	1.00
172	String Quartet	172	String quartet	1773	123	IV	Allegro assai	2/4	Bb	1	80	6	5	K4	V	true	73	1.00	73	1.00	0.00
172	String Quartet	172	String quartet	1773	123	IV	Allegro assai	2/4	Bb	1	80	6	6	K4	 	false	80	1.00	81	1.00	2.00
173	String Quartet	173	String quartet	1773	124	I	Allegro ma molto moderato	2/2	d	1	45	3	1	K1	i	false	9	1.00	10	1.00	4.00
173	String Quartet	173	String quartet	1773	124	I	Allegro ma molto moderato	2/2	d	1	45	3	2	K3	v	false	16	1.00	16	3.00	4.00
173	String Quartet	173	String quartet	1773	124	I	Allegro ma molto moderato	2/2	d	1	45	3	3	K4	 	false	22	1.00	24	3.00	12.00
174	String Quintet	174	String quintet	1773	125	I	Allegro moderato	2/2	Bb	1	86	8	1	K1	I	true	23	1.00	23	1.00	0.00
174	String Quintet	174	String quintet	1773	125	I	Allegro moderato	2/2	Bb	1	86	8	2	K2	V	true	29	1.00	29	1.00	0.00
174	String Quintet	174	String quintet	1773	125	I	Allegro moderato	2/2	Bb	1	86	8	3	K3	V	false	32	1.00	35	1.00	12.00
174	String Quintet	174	String quintet	1773	125	I	Allegro moderato	2/2	Bb	1	86	8	4	K3	V	false	53	1.00	54	1.00	4.00
174	String Quintet	174	String quintet	1773	125	I	Allegro moderato	2/2	Bb	1	86	8	5	K4	V	true	61	1.00	61	1.00	0.00
174	String Quintet	174	String quintet	1773	125	I	Allegro moderato	2/2	Bb	1	86	8	6	K4	V	false	68	1.00	68	1.50	1.00
174	String Quintet	174	String quintet	1773	125	I	Allegro moderato	2/2	Bb	1	86	8	7	K4	V	true	78	1.00	78	1.00	0.00
174	String Quintet	174	String quintet	1773	125	I	Allegro moderato	2/2	Bb	1	86	8	8	K4	 	true	80	1.00	80	1.00	0.00
174	String Quintet	174	String quintet	1773	126	IV	Allegro	2/4	Bb	1	94	5	1	K1	I	true	11	1.00	21	1.00	20.00
174	String Quintet	174	String quintet	1773	126	IV	Allegro	2/4	Bb	1	94	5	2	K2	V	false	26	1.00	27	1.00	2.00
174	String Quintet	174	String quintet	1773	126	IV	Allegro	2/4	Bb	1	94	5	3	K4	V	true	49	1.00	49	1.00	0.00
174	String Quintet	174	String quintet	1773	126	IV	Allegro	2/4	Bb	1	94	5	4	K4	V	true	77	1.00	77	1.00	0.00
174	String Quintet	174	String quintet	1773	126	IV	Allegro	2/4	Bb	1	94	5	5	K4	 	true	83	1.00	87	1.00	8.00
181	Symphony	181 (162b)	Symphony	1773	127	I	Allegro spiritoso	4/4	D	1	86	6	1	K2	I	false	4	1.00	5	1.00	4.00
181	Symphony	181 (162b)	Symphony	1773	127	I	Allegro spiritoso	4/4	D	1	86	6	2	K2	I	false	19	1.00	21	3.00	10.00
181	Symphony	181 (162b)	Symphony	1773	127	I	Allegro spiritoso	4/4	D	1	86	6	3	K2	V	true	45	1.00	45	1.00	0.00
181	Symphony	181 (162b)	Symphony	1773	127	I	Allegro spiritoso	4/4	D	1	86	6	4	K3	V	true	49	1.00	57	1.00	32.00
181	Symphony	181 (162b)	Symphony	1773	127	I	Allegro spiritoso	4/4	D	1	86	6	5	K4	V	false	69	1.00	70	1.00	4.00
181	Symphony	181 (162b)	Symphony	1773	127	I	Allegro spiritoso	4/4	D	1	86	6	6	K4	 	false	86	1.00	86	3.00	2.00
182	Symphony	182 (166c, 173d A)	Symphony	1773	128	I	Allegro spiritoso	4/4	Bb	1	49	4	1	K1	I	true	17	1.00	17	1.00	0.00
182	Symphony	182 (166c, 173d A)	Symphony	1773	128	I	Allegro spiritoso	4/4	Bb	1	49	4	2	K3	V	false	26	1.00	26	1.50	0.50
182	Symphony	182 (166c, 173d A)	Symphony	1773	128	I	Allegro spiritoso	4/4	Bb	1	49	4	3	K4	V	false	36	1.00	37	1.00	4.00
182	Symphony	182 (166c, 173d A)	Symphony	1773	128	I	Allegro spiritoso	4/4	Bb	1	49	4	4	K4	 	true	49	1.00	49	1.00	0.00
183	Symphony	183 (173d B)	Symphony	1773	129	I	Allegro con brio	4/4	g	1	82	5	1	K1	i	true	17	1.00	17	1.00	0.00
183	Symphony	183 (173d B)	Symphony	1773	129	I	Allegro con brio	4/4	g	1	82	5	2	K2	III	false	25	1.00	29	1.00	16.00
183	Symphony	183 (173d B)	Symphony	1773	129	I	Allegro con brio	4/4	g	1	82	5	3	K3	III	false	58	1.00	59	1.00	4.00
183	Symphony	183 (173d B)	Symphony	1773	129	I	Allegro con brio	4/4	g	1	82	5	4	K4	III	true	77	1.00	77	1.00	0.00
183	Symphony	183 (173d B)	Symphony	1773	129	I	Allegro con brio	4/4	g	1	82	5	5	K4	 	false	81	1.00	81	2.00	1.00
